entry_time,exit_time,entry_price,exit_price,dir,pnl,reason,hold
1771914900,1771915980,5179.99990234375,5189.017618457665,L,434.68580569572515,trail,1080
1771935420,1771935480,5177.8998046875,5170.372390634692,L,-392.5707026404063,trail,60
1771940340,1771940820,5157.3998046875,5156.053658872829,L,-83.50729073356088,trail,480
1771964640,1771964760,5182.79990234375,5186.698200777587,S,-211.1149216918613,trail,120
1771969020,1771969560,5164.70009765625,5165.348275338656,L,16.208884120286527,trail,540
1771974060,1771976520,5147.3001953125,5159.825522493317,L,610.0663590408465,trail,2460
1771982040,1771982340,5192.1998046875,5202.2998046875,S,-521.2000000000182,sl,300
1772010180,1772010900,5199.8001953125,5201.06891282982,L,47.23587586598005,trail,720
1772106840,1772107260,5179.8998046875,5179.032927431289,L,-59.5438628105705,trail,420
1772141160,1772142420,5204.1,5205.502938438968,L,53.946921948389715,trail,1260
1772152620,1772154120,5192.3001953125,5187.076227332493,L,-277.3983990003864,trail,1500
1772170020,1772170200,5210.00009765625,5212.783595294696,S,-155.37488192232667,trail,180
1772175660,1772176440,5201.99990234375,5202.008876415358,L,-15.751296419622307,trail,780
1772193480,1772193600,5201.6998046875,5203.842208594419,S,-123.32019534598767,trail,120
1772194020,1772194800,5206.1998046875,5205.834501905996,S,2.065139075174372,trail,780
1772197620,1772198100,5226.79990234375,5236.89990234375,S,-521.2000000000182,sl,480
1772198640,1772199000,5253.29990234375,5255.408018314919,S,-121.60579855846773,trail,360
1772216760,1772219400,5240.3998046875,5265.798271678775,L,1253.7233495637145,trail,2640
1772223660,1772224260,5278.6001953125,5279.0595259891725,S,-39.166533833641736,trail,600
1772228400,1772228820,5292.6998046875,5296.218906094124,S,-192.15507033120156,trail,420
1772229540,1772408580,5247.99990234375,5391.599017850061,L,7163.7557753155115,trail,179040
1772413380,1772414400,5331.3001953125,5341.395924345229,L,488.58645163643706,trail,1020
1772431620,1772432940,5389.9,5395.620033693345,S,-302.20168466728063,trail,1320
1772435820,1772437620,5430.4,5424.857830375991,S,260.9084812004119,trail,1800
1772451900,1772453100,5390.3001953125,5401.655584517775,L,551.569460263753,trail,1200
1772461500,1772461560,5344.8998046875,5334.7998046875,L,-521.2000000000182,sl,60
1772467260,1772467320,5283.20009765625,5273.10009765625,L,-521.2000000000182,sl,60
1772497080,1772497800,5371.1998046875,5372.743020291647,S,-93.3607802073504,trail,720
1772517300,1772518020,5323.6,5326.142383275925,L,110.9191637962147,trail,720
1772529900,1772530020,5260.6,5250.5,L,-521.2000000000182,sl,120
1772534340,1772534700,5264.20009765625,5266.656891719781,L,106.63970317653256,trail,360
1772536080,1772536140,5195.3001953125,5185.2001953125,L,-521.2000000000182,sl,60
1772537460,1772537520,5111.6,5101.5,L,-521.2000000000182,sl,60
1772553960,1772554440,5127.6998046875,5124.912494889106,S,123.16548991969175,trail,480
1772628000,1772628900,5171.8001953125,5177.893768900491,L,288.4786793995125,trail,900
1772644980,1772647020,5135.99990234375,5152.605123452086,L,814.061055416804,trail,2040
1772686260,1772686500,5176.70009765625,5175.704339179058,L,-65.98792385963971,trail,240
