Timeframe,Strategy,Params,Exit,Contracts,ATR_Period,Trades,Wins,Losses,Win_Rate,PnL,Profit_Factor,Avg_Win,Avg_Loss,Max_DD,Max_Daily_DD,Costs,Final_Equity
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP200,5,5,267,124,143,46.44,10009.52,1.14,658.48,500.99,8160.37,2372.02,4325.4,160009.52
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP200,5,10,267,124,143,46.44,10009.52,1.14,658.48,500.99,8160.37,2372.02,4325.4,160009.52
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP200,5,14,267,124,143,46.44,10009.52,1.14,658.48,500.99,8160.37,2372.02,4325.4,160009.52
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL50_TP150,3,5,315,103,212,32.7,9958.18,1.29,431.6,162.72,2369.76,1678.08,3061.8,159958.18
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL50_TP150,3,10,315,103,212,32.7,9958.18,1.29,431.6,162.72,2369.76,1678.08,3061.8,159958.18
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL50_TP150,3,14,315,103,212,32.7,9958.18,1.29,431.6,162.72,2369.76,1678.08,3061.8,159958.18
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL75_Trail1.5x,3,5,367,126,241,34.33,9898.54,1.28,364.11,149.29,4573.87,2139.48,3567.24,159898.54
2min,Momentum,lookback=8|atr_mult=2.0,SL100_TP200,5,5,410,150,260,36.59,9863.04,1.08,867.1,462.32,7926.6,2466.4,6642.0,159863.04
5min,VWAP_Reversion,vwap_dist=2.0,SL100_TP200,5,5,243,91,152,37.45,9848.4,1.12,978.8,521.2,9826.8,2402.8,3936.6,159848.4
1min,RSI_Reversion,rsi_period=14|rsi_buy=20|rsi_sell=80,SL75_Trail1.5x,5,5,75,32,43,42.67,9788.04,1.98,619.03,233.05,2402.57,1299.28,1215.0,159788.04
5min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,5,5,112,36,76,32.14,9745.65,1.25,1371.02,521.2,9327.0,2169.6,1814.4,159745.65
5min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,5,10,112,36,76,32.14,9745.65,1.25,1371.02,521.2,9327.0,2169.6,1814.4,159745.65
5min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,5,14,112,36,76,32.14,9745.65,1.25,1371.02,521.2,9327.0,2169.6,1814.4,159745.65
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_TP150,5,5,273,106,167,38.83,9707.36,1.15,712.67,394.22,4736.42,2377.2,4422.6,159707.36
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_TP150,5,10,273,106,167,38.83,9707.36,1.15,712.67,394.22,4736.42,2377.2,4422.6,159707.36
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_TP150,5,14,273,106,167,38.83,9707.36,1.15,712.67,394.22,4736.42,2377.2,4422.6,159707.36
2min,VWAP_Reversion,vwap_dist=3.0,SL100_TP300,3,14,328,95,233,28.96,9699.83,1.13,865.96,311.45,6770.64,2283.36,3188.16,159699.83
5min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP300,5,5,172,66,106,38.37,9608.71,1.18,970.85,513.84,5567.18,2169.6,2786.4,159608.71
5min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP300,5,10,172,66,106,38.37,9608.71,1.18,970.85,513.84,5567.18,2169.6,2786.4,159608.71
5min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP300,5,14,172,66,106,38.37,9608.71,1.18,970.85,513.84,5567.18,2169.6,2786.4,159608.71
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,3,5,250,87,163,34.8,9546.06,1.19,692.49,311.05,4067.76,2239.92,2430.0,159546.06
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,3,10,250,87,163,34.8,9546.06,1.19,692.49,311.05,4067.76,2239.92,2430.0,159546.06
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,3,14,250,87,163,34.8,9546.06,1.19,692.49,311.05,4067.76,2239.92,2430.0,159546.06
5min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP200,3,5,386,171,215,44.3,9511.16,1.14,443.58,308.56,5507.72,2116.07,3751.92,159511.16
5min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP200,3,10,386,171,215,44.3,9511.16,1.14,443.58,308.56,5507.72,2116.07,3751.92,159511.16
5min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP200,3,14,386,171,215,44.3,9511.16,1.14,443.58,308.56,5507.72,2116.07,3751.92,159511.16
5min,VWAP_Reversion,vwap_dist=2.0,SL100_TP200,5,14,284,105,179,36.97,9479.2,1.1,978.8,521.2,9611.2,2402.8,4600.8,159479.2
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_Trail1.5x,3,5,326,112,214,34.36,9440.68,1.3,368.94,148.97,4179.58,2139.48,3168.72,159440.68
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_Trail2x,5,5,279,98,181,35.13,9363.52,1.15,718.23,337.14,7148.42,2520.45,4519.8,159363.52
1min,RSI_Reversion,rsi_period=9|rsi_buy=15|rsi_sell=85,SL100_Trail2x,3,5,105,43,62,40.95,9309.36,1.9,456.64,166.55,1666.36,789.74,1020.6,159309.36
5min,VWAP_Reversion,vwap_dist=2.0,SL100_TP300,5,14,199,57,142,28.64,9306.19,1.13,1461.69,521.2,8678.4,2254.4,3223.8,159306.19
5min,VWAP_Reversion,vwap_dist=2.0,SL100_TP300,3,14,264,77,187,29.17,9256.91,1.16,879.68,312.72,7650.48,2290.8,2566.08,159256.91
2min,VWAP_Reversion,vwap_dist=2.5,SL100_TP200,3,5,477,176,301,36.9,9196.58,1.1,585.39,311.73,6542.51,2296.08,4636.44,159196.58
5min,VWAP_Reversion,vwap_dist=1.0,SL100_TP300,3,5,348,106,242,30.46,9190.4,1.12,797.85,311.49,7810.56,2290.8,3382.56,159190.4
3min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,3,5,168,58,110,34.52,9092.1,1.27,745.14,310.24,5681.16,2189.04,1632.96,159092.1
3min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,3,10,168,58,110,34.52,9092.1,1.27,745.14,310.24,5681.16,2189.04,1632.96,159092.1
3min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,3,14,168,58,110,34.52,9092.1,1.27,745.14,310.24,5681.16,2189.04,1632.96,159092.1
2min,Momentum,lookback=8|atr_mult=2.5,SL100_TP200,5,5,328,117,211,35.67,9041.55,1.09,938.8,477.72,9015.59,2433.19,5313.6,159041.55
2min,VWAP_Reversion,vwap_dist=2.5,SL100_TP300,5,14,266,76,190,28.57,8835.79,1.09,1412.75,518.59,14801.19,2474.39,4309.2,158835.79
5min,VWAP_Reversion,vwap_dist=2.0,SL100_TP200,5,10,245,91,154,37.14,8806.0,1.11,978.8,521.2,9826.8,2402.8,3969.0,158806.0
3min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP200,5,5,157,62,95,39.49,8731.64,1.18,932.11,516.41,7277.8,2148.4,2543.4,158731.64
3min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP200,5,10,157,62,95,39.49,8731.64,1.18,932.11,516.41,7277.8,2148.4,2543.4,158731.64
3min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP200,5,14,157,62,95,39.49,8731.64,1.18,932.11,516.41,7277.8,2148.4,2543.4,158731.64
5min,VWAP_Reversion,vwap_dist=2.5,SL100_TP200,3,14,283,108,175,38.16,8700.24,1.16,587.28,312.72,6544.8,2143.44,2750.76,158700.24
5min,VWAP_Reversion,vwap_dist=1.0,SL100_TP200,5,5,360,132,228,36.67,8597.99,1.07,961.64,519.03,13850.41,2402.8,5832.0,158597.99
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL75_TP150,5,5,190,76,114,40.0,8552.04,1.19,706.83,396.2,7328.39,2377.2,3078.0,158552.04
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL75_TP150,5,10,190,76,114,40.0,8552.04,1.19,706.83,396.2,7328.39,2377.2,3078.0,158552.04
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL75_TP150,5,14,190,76,114,40.0,8552.04,1.19,706.83,396.2,7328.39,2377.2,3078.0,158552.04
5min,VWAP_Reversion,vwap_dist=2.0,SL100_TP300,5,10,189,54,135,28.57,8518.19,1.12,1460.74,521.2,8508.8,2254.4,3061.8,158518.19
2min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP200,5,5,202,77,125,38.12,8477.63,1.13,950.29,517.56,10710.63,2148.4,3272.4,158477.63
2min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP200,5,10,202,77,125,38.12,8477.63,1.13,950.29,517.56,10710.63,2148.4,3272.4,158477.63
2min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP200,5,14,202,77,125,38.12,8477.63,1.13,950.29,517.56,10710.63,2148.4,3272.4,158477.63
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP300,3,5,310,133,177,42.9,8452.75,1.16,465.45,301.99,6109.69,2189.04,3013.2,158452.75
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP300,3,10,310,133,177,42.9,8452.75,1.16,465.45,301.99,6109.69,2189.04,3013.2,158452.75
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP300,3,14,310,133,177,42.9,8452.75,1.16,465.45,301.99,6109.69,2189.04,3013.2,158452.75
5min,Bollinger,bb_period=20|bb_std=2.5,SL75_TP150,5,5,180,73,107,40.56,8433.98,1.2,696.27,396.2,6799.0,2377.2,2916.0,158433.98
5min,Bollinger,bb_period=20|bb_std=2.5,SL75_TP150,5,10,180,73,107,40.56,8433.98,1.2,696.27,396.2,6799.0,2377.2,2916.0,158433.98
5min,Bollinger,bb_period=20|bb_std=2.5,SL75_TP150,5,14,180,73,107,40.56,8433.98,1.2,696.27,396.2,6799.0,2377.2,2916.0,158433.98
3min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL100_TP300,5,5,68,23,45,33.82,8368.42,1.36,1383.58,521.2,4424.0,2084.8,1101.6,158368.42
3min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL100_TP300,5,10,68,23,45,33.82,8368.42,1.36,1383.58,521.2,4424.0,2084.8,1101.6,158368.42
3min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL100_TP300,5,14,68,23,45,33.82,8368.42,1.36,1383.58,521.2,4424.0,2084.8,1101.6,158368.42
1min,RSI_Reversion,rsi_period=14|rsi_buy=25|rsi_sell=75,SL50_TP100,5,5,208,87,121,41.83,8365.4,1.25,473.34,271.2,3318.0,2025.6,3369.6,158365.4
1min,RSI_Reversion,rsi_period=14|rsi_buy=25|rsi_sell=75,SL50_TP100,5,10,208,87,121,41.83,8365.4,1.25,473.34,271.2,3318.0,2025.6,3369.6,158365.4
1min,RSI_Reversion,rsi_period=14|rsi_buy=25|rsi_sell=75,SL50_TP100,5,14,208,87,121,41.83,8365.4,1.25,473.34,271.2,3318.0,2025.6,3369.6,158365.4
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL50_TP150,3,5,227,77,150,33.92,8344.57,1.34,425.36,162.72,2746.08,1116.24,2206.44,158344.57
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL50_TP150,3,10,227,77,150,33.92,8344.57,1.34,425.36,162.72,2746.08,1116.24,2206.44,158344.57
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL50_TP150,3,14,227,77,150,33.92,8344.57,1.34,425.36,162.72,2746.08,1116.24,2206.44,158344.57
5min,VWAP_Reversion,vwap_dist=1.5,SL100_TP200,5,14,304,111,193,36.51,8280.19,1.08,976.37,518.64,9890.4,2402.8,4924.8,158280.19
2min,VWAP_Reversion,vwap_dist=3.0,SL100_TP200,3,10,432,159,273,36.81,8217.95,1.1,586.75,311.63,6057.12,2296.08,4199.04,158217.95
3min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL75_TP150,5,5,148,59,89,39.86,8067.41,1.23,728.8,392.49,4676.2,2377.2,2397.6,158067.41
3min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL75_TP150,5,10,148,59,89,39.86,8067.41,1.23,728.8,392.49,4676.2,2377.2,2397.6,158067.41
3min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL75_TP150,5,14,148,59,89,39.86,8067.41,1.23,728.8,392.49,4676.2,2377.2,2397.6,158067.41
5min,VWAP_Reversion,vwap_dist=2.0,SL100_TP300,5,5,187,53,134,28.34,8050.6,1.12,1469.65,521.2,8508.8,2254.4,3029.4,158050.6
1min,RSI_Reversion,rsi_period=14|rsi_buy=20|rsi_sell=80,SL100_Trail2x,3,5,73,30,43,41.1,7993.86,2.07,515.16,173.51,1594.5,1116.24,709.56,157993.86
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL50_TP100,5,5,319,126,193,39.5,7932.2,1.15,478.36,271.2,4975.2,2233.2,5167.8,157932.2
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL50_TP100,5,10,319,126,193,39.5,7932.2,1.15,478.36,271.2,4975.2,2233.2,5167.8,157932.2
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL50_TP100,5,14,319,126,193,39.5,7932.2,1.15,478.36,271.2,4975.2,2233.2,5167.8,157932.2
2min,VWAP_Reversion,vwap_dist=2.0,SL100_TP300,3,5,383,112,271,29.24,7728.27,1.09,824.33,312.17,6902.28,2243.64,3722.76,157728.27
2min,VWAP_Reversion,vwap_dist=2.5,SL100_TP300,3,10,346,99,247,28.61,7694.85,1.1,854.95,311.52,6966.12,2239.92,3363.12,157694.85
1min,RSI_Reversion,rsi_period=14|rsi_buy=20|rsi_sell=80,SL75_Trail1.5x,5,10,75,24,51,32.0,7692.28,1.78,733.52,194.36,2502.49,1260.02,1215.0,157692.28
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL75_TP150,5,5,281,107,174,38.08,7677.77,1.11,712.96,394.3,7234.2,2377.2,4552.2,157677.77
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL75_TP150,5,10,281,107,174,38.08,7677.77,1.11,712.96,394.3,7234.2,2377.2,4552.2,157677.77
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL75_TP150,5,14,281,107,174,38.08,7677.77,1.11,712.96,394.3,7234.2,2377.2,4552.2,157677.77
2min,RSI_Reversion,rsi_period=14|rsi_buy=25|rsi_sell=75,SL75_Trail1.5x,5,5,113,33,80,29.2,7674.56,1.33,927.76,286.77,4281.58,2377.2,1830.6,157674.56
3min,Bollinger,bb_period=10|bb_std=2.0,SL100_TP300,5,5,391,169,222,43.22,7660.77,1.08,630.16,445.21,16386.77,2468.23,6334.2,157660.77
3min,Bollinger,bb_period=10|bb_std=2.0,SL100_TP300,5,10,391,169,222,43.22,7660.77,1.08,630.16,445.21,16386.77,2468.23,6334.2,157660.77
3min,Bollinger,bb_period=10|bb_std=2.0,SL100_TP300,5,14,391,169,222,43.22,7660.77,1.08,630.16,445.21,16386.77,2468.23,6334.2,157660.77
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_TP150,3,5,291,115,176,39.52,7620.45,1.18,428.36,236.59,2808.48,2139.48,2828.52,157620.45
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_TP150,3,10,291,115,176,39.52,7620.45,1.18,428.36,236.59,2808.48,2139.48,2828.52,157620.45
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_TP150,3,14,291,115,176,39.52,7620.45,1.18,428.36,236.59,2808.48,2139.48,2828.52,157620.45
3min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP200,5,5,135,52,83,38.52,7603.01,1.18,969.38,515.72,5278.19,2148.4,2187.0,157603.01
3min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP200,5,10,135,52,83,38.52,7603.01,1.18,969.38,515.72,5278.19,2148.4,2187.0,157603.01
3min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP200,5,14,135,52,83,38.52,7603.01,1.18,969.38,515.72,5278.19,2148.4,2187.0,157603.01
2min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL75_Trail1.5x,5,5,161,51,110,31.68,7599.4,1.27,706.83,258.63,6015.24,2377.2,2608.2,157599.4
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_Trail2x,3,5,311,110,201,35.37,7584.25,1.19,440.69,203.44,4434.76,2189.04,3022.92,157584.25
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP100,3,5,471,188,283,39.92,7580.85,1.16,285.27,162.72,2909.77,1578.96,4578.12,157580.85
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP100,3,10,471,188,283,39.92,7580.85,1.16,285.27,162.72,2909.77,1578.96,4578.12,157580.85
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP100,3,14,471,188,283,39.92,7580.85,1.16,285.27,162.72,2909.77,1578.96,4578.12,157580.85
3min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP300,5,5,406,177,229,43.6,7547.77,1.07,681.23,493.58,8278.63,2154.42,6577.2,157547.77
3min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP300,5,10,406,177,229,43.6,7547.77,1.07,681.23,493.58,8278.63,2154.42,6577.2,157547.77
3min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP300,5,14,406,177,229,43.6,7547.77,1.07,681.23,493.58,8278.63,2154.42,6577.2,157547.77
2min,VWAP_Reversion,vwap_dist=3.0,SL100_TP300,3,5,329,94,235,28.57,7545.14,1.1,862.07,312.72,7344.7,2290.8,3197.88,157545.14
2min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP300,5,5,265,110,155,41.51,7531.89,1.09,791.71,513.26,7886.6,2379.6,4293.0,157531.89
2min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP300,5,10,265,110,155,41.51,7531.89,1.09,791.71,513.26,7886.6,2379.6,4293.0,157531.89
2min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP300,5,14,265,110,155,41.51,7531.89,1.09,791.71,513.26,7886.6,2379.6,4293.0,157531.89
2min,RSI_Reversion,rsi_period=9|rsi_buy=30|rsi_sell=70,SL100_TP200,3,5,454,191,263,42.07,7446.02,1.09,468.03,311.59,6978.35,2258.62,4412.88,157446.02
2min,RSI_Reversion,rsi_period=9|rsi_buy=30|rsi_sell=70,SL100_TP200,3,10,454,191,263,42.07,7446.02,1.09,468.03,311.59,6978.35,2258.62,4412.88,157446.02
2min,RSI_Reversion,rsi_period=9|rsi_buy=30|rsi_sell=70,SL100_TP200,3,14,454,191,263,42.07,7446.02,1.09,468.03,311.59,6978.35,2258.62,4412.88,157446.02
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP200,3,5,326,150,176,46.01,7424.24,1.14,399.92,298.66,3862.66,2189.04,3168.72,157424.24
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP200,3,10,326,150,176,46.01,7424.24,1.14,399.92,298.66,3862.66,2189.04,3168.72,157424.24
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP200,3,14,326,150,176,46.01,7424.24,1.14,399.92,298.66,3862.66,2189.04,3168.72,157424.24
5min,Bollinger,bb_period=20|bb_std=2.5,SL50_TP150,5,5,185,60,125,32.43,7412.99,1.22,688.55,271.2,5508.8,2169.6,2997.0,157412.99
5min,Bollinger,bb_period=20|bb_std=2.5,SL50_TP150,5,10,185,60,125,32.43,7412.99,1.22,688.55,271.2,5508.8,2169.6,2997.0,157412.99
5min,Bollinger,bb_period=20|bb_std=2.5,SL50_TP150,5,14,185,60,125,32.43,7412.99,1.22,688.55,271.2,5508.8,2169.6,2997.0,157412.99
5min,RSI_Reversion,rsi_period=5|rsi_buy=15|rsi_sell=85,SL100_TP300,5,5,124,37,87,29.84,7386.25,1.16,1416.77,517.64,6072.4,2169.6,2008.8,157386.25
5min,RSI_Reversion,rsi_period=5|rsi_buy=15|rsi_sell=85,SL100_TP300,5,10,124,37,87,29.84,7386.25,1.16,1416.77,517.64,6072.4,2169.6,2008.8,157386.25
5min,RSI_Reversion,rsi_period=5|rsi_buy=15|rsi_sell=85,SL100_TP300,5,14,124,37,87,29.84,7386.25,1.16,1416.77,517.64,6072.4,2169.6,2008.8,157386.25
3min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP200,5,5,162,62,100,38.27,7350.64,1.14,951.87,516.65,5924.0,2275.6,2624.4,157350.64
3min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP200,5,10,162,62,100,38.27,7350.64,1.14,951.87,516.65,5924.0,2275.6,2624.4,157350.64
3min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP200,5,14,162,62,100,38.27,7350.64,1.14,951.87,516.65,5924.0,2275.6,2624.4,157350.64
3min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL100_TP200,3,5,264,108,156,40.91,7345.91,1.15,519.72,312.72,4731.73,1795.92,2566.08,157345.91
3min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL100_TP200,3,10,264,108,156,40.91,7345.91,1.15,519.72,312.72,4731.73,1795.92,2566.08,157345.91
3min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL100_TP200,3,14,264,108,156,40.91,7345.91,1.15,519.72,312.72,4731.73,1795.92,2566.08,157345.91
5min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,5,5,102,32,70,31.37,7332.65,1.2,1369.27,521.2,5902.8,2169.6,1652.4,157332.65
5min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,5,10,102,32,70,31.37,7332.65,1.2,1369.27,521.2,5902.8,2169.6,1652.4,157332.65
5min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,5,14,102,32,70,31.37,7332.65,1.2,1369.27,521.2,5902.8,2169.6,1652.4,157332.65
3min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP300,3,5,454,199,255,43.83,7305.09,1.1,418.36,297.84,5415.92,2249.39,4412.88,157305.09
3min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP300,3,10,454,199,255,43.83,7305.09,1.1,418.36,297.84,5415.92,2249.39,4412.88,157305.09
3min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP300,3,14,454,199,255,43.83,7305.09,1.1,418.36,297.84,5415.92,2249.39,4412.88,157305.09
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_Trail2x,5,10,299,100,199,33.44,7302.76,1.12,671.13,300.55,8307.27,2287.69,4843.8,157302.76
1min,RSI_Reversion,rsi_period=14|rsi_buy=20|rsi_sell=80,SL100_Trail2x,5,14,75,27,48,36.0,7295.43,1.59,726.13,256.46,3311.87,1536.66,1215.0,157295.43
1min,RSI_Reversion,rsi_period=14|rsi_buy=20|rsi_sell=80,SL100_Trail2x,5,10,75,30,45,40.0,7282.82,1.58,662.51,279.84,3899.94,1787.81,1215.0,157282.82
5min,VWAP_Reversion,vwap_dist=1.5,SL100_TP300,3,5,289,83,206,28.72,7273.9,1.11,860.21,311.28,7810.56,2290.8,2809.08,157273.9
5min,VWAP_Reversion,vwap_dist=1.0,SL100_TP200,5,10,376,136,240,36.17,7258.8,1.06,969.5,519.14,13508.6,2402.8,6091.2,157258.8
5min,VWAP_Reversion,vwap_dist=2.0,SL100_TP300,3,5,256,73,183,28.52,7252.68,1.13,883.29,312.72,7650.48,2290.8,2488.32,157252.68
5min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL100_TP300,5,5,64,21,43,32.81,7233.22,1.32,1411.66,521.2,5818.0,1042.4,1036.8,157233.22
5min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL100_TP300,5,10,64,21,43,32.81,7233.22,1.32,1411.66,521.2,5818.0,1042.4,1036.8,157233.22
5min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL100_TP300,5,14,64,21,43,32.81,7233.22,1.32,1411.66,521.2,5818.0,1042.4,1036.8,157233.22
1min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL100_TP200,5,5,186,74,112,39.78,7226.86,1.12,886.5,521.2,9076.58,2159.6,3013.2,157226.86
1min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL100_TP200,5,10,186,74,112,39.78,7226.86,1.12,886.5,521.2,9076.58,2159.6,3013.2,157226.86
1min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL100_TP200,5,14,186,74,112,39.78,7226.86,1.12,886.5,521.2,9076.58,2159.6,3013.2,157226.86
5min,VWAP_Reversion,vwap_dist=2.0,SL100_TP300,3,10,240,69,171,28.75,7162.19,1.13,878.8,312.72,7708.8,2290.8,2332.8,157162.19
1min,RSI_Reversion,rsi_period=14|rsi_buy=25|rsi_sell=75,SL100_Trail2x,3,5,208,86,122,41.35,7152.89,1.38,302.46,154.58,3135.07,2032.86,2021.76,157152.89
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,3,5,312,120,192,38.46,7149.28,1.12,559.93,312.72,7192.56,2189.04,3032.64,157149.28
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,3,10,312,120,192,38.46,7149.28,1.12,559.93,312.72,7192.56,2189.04,3032.64,157149.28
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,3,14,312,120,192,38.46,7149.28,1.12,559.93,312.72,7192.56,2189.04,3032.64,157149.28
1min,RSI_Reversion,rsi_period=14|rsi_buy=20|rsi_sell=80,SL50_TP150,5,5,71,27,44,38.03,7144.8,1.6,706.58,271.2,3424.0,1898.4,1150.2,157144.8
1min,RSI_Reversion,rsi_period=14|rsi_buy=20|rsi_sell=80,SL50_TP150,5,10,71,27,44,38.03,7144.8,1.6,706.58,271.2,3424.0,1898.4,1150.2,157144.8
1min,RSI_Reversion,rsi_period=14|rsi_buy=20|rsi_sell=80,SL50_TP150,5,14,71,27,44,38.03,7144.8,1.6,706.58,271.2,3424.0,1898.4,1150.2,157144.8
5min,VWAP_Reversion,vwap_dist=1.0,SL100_TP300,3,14,332,98,234,29.52,7140.94,1.1,816.53,311.45,7810.56,2290.8,3227.04,157140.94
