Timeframe,Strategy,Params,Exit,Contracts,ATR_Period,Trades,Wins,Losses,Win_Rate,PnL,Profit_Factor,Avg_Win,Avg_Loss,Max_DD,Max_Daily_DD,Costs,Final_Equity
3min,Momentum,lookback=3|atr_mult=1.0,SL100_Trail2x,1,5,679,206,473,30.34,-13496.33,0.6,97.71,71.09,13571.41,2028.11,2199.96,136503.67
2min,RSI_Reversion,rsi_period=5|rsi_buy=30|rsi_sell=70,SL50_TP100,3,5,1046,389,657,37.19,-13497.09,0.87,240.13,162.72,15133.77,2130.12,10167.12,136502.91
2min,RSI_Reversion,rsi_period=5|rsi_buy=30|rsi_sell=70,SL50_TP100,3,10,1046,389,657,37.19,-13497.09,0.87,240.13,162.72,15133.77,2130.12,10167.12,136502.91
2min,RSI_Reversion,rsi_period=5|rsi_buy=30|rsi_sell=70,SL50_TP100,3,14,1046,389,657,37.19,-13497.09,0.87,240.13,162.72,15133.77,2130.12,10167.12,136502.91
5min,Momentum,lookback=8|atr_mult=1.5,SL50_TP150_Tr1x,1,5,614,126,488,20.52,-13497.24,0.35,58.48,42.76,13533.8,1198.18,1989.36,136502.76
1min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL75_Trail1.5x,1,5,1781,597,1184,33.52,-13498.64,0.68,48.12,35.66,14455.84,2067.53,5770.44,136501.36
5min,Confluence,rsi_period=7|bb_period=20|fast_ema=5|slow_ema=21,SL50_TP100,5,5,362,115,247,31.77,-13499.38,0.8,456.71,267.29,18103.98,2233.2,5864.4,136500.62
5min,Confluence,rsi_period=7|bb_period=20|fast_ema=5|slow_ema=21,SL50_TP100,5,10,362,115,247,31.77,-13499.38,0.8,456.71,267.29,18103.98,2233.2,5864.4,136500.62
5min,Confluence,rsi_period=7|bb_period=20|fast_ema=5|slow_ema=21,SL50_TP100,5,14,362,115,247,31.77,-13499.38,0.8,456.71,267.29,18103.98,2233.2,5864.4,136500.62
5min,VWAP_Reversion,vwap_dist=2.0,SL50_TP150_Tr1x,1,10,688,170,518,24.71,-13501.59,0.41,56.19,44.5,13525.89,1969.83,2229.12,136498.41
5min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL50_TP100,5,5,258,75,183,29.07,-13504.53,0.72,462.4,263.3,16122.93,2169.6,4179.6,136495.47
5min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL50_TP100,5,10,258,75,183,29.07,-13504.53,0.72,462.4,263.3,16122.93,2169.6,4179.6,136495.47
5min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL50_TP100,5,14,258,75,183,29.07,-13504.53,0.72,462.4,263.3,16122.93,2169.6,4179.6,136495.47
2min,RSI_Reversion,rsi_period=5|rsi_buy=20|rsi_sell=80,SL50_TP150_Tr1x,1,5,717,156,561,21.76,-13508.35,0.27,31.6,32.87,13508.35,1065.37,2323.08,136491.65
3min,Bollinger,bb_period=10|bb_std=1.5,SL30_TP60,1,5,1509,433,1076,28.69,-13512.19,0.62,50.48,32.87,13570.31,1307.44,4889.16,136487.81
3min,Bollinger,bb_period=10|bb_std=1.5,SL30_TP60,1,10,1509,433,1076,28.69,-13512.19,0.62,50.48,32.87,13570.31,1307.44,4889.16,136487.81
3min,Bollinger,bb_period=10|bb_std=1.5,SL30_TP60,1,14,1509,433,1076,28.69,-13512.19,0.62,50.48,32.87,13570.31,1307.44,4889.16,136487.81
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL50_Trail1x,5,5,255,62,193,24.31,-13515.02,0.46,185.76,129.7,13515.02,2006.09,4131.0,136484.98
5min,Stochastic,k_per=5|d_per=5|ob=70|os_level=30,SL75_TP200_Tr1.5,3,5,263,68,195,25.86,-13516.6,0.63,338.43,187.33,17024.33,2088.01,2556.36,136483.4
5min,Bollinger,bb_period=15|bb_std=1.5,SL75_TP200_Tr1.5,1,10,767,240,527,31.29,-13518.35,0.61,89.69,66.5,14708.21,1621.84,2485.08,136481.65
3min,Confluence,rsi_period=7|bb_period=15|fast_ema=8|slow_ema=34,SL100_Trail2x,1,5,758,248,510,32.72,-13519.91,0.58,76.72,63.82,13527.44,1518.53,2455.92,136480.09
1min,VWAP_Reversion,vwap_dist=3.0,SL50_TP150,3,5,991,247,744,24.92,-13520.5,0.89,435.4,162.72,17623.43,2115.36,9632.52,136479.5
3min,Momentum,lookback=5|atr_mult=2.5,SL75_Trail1.5x,3,14,238,75,163,31.51,-13525.29,0.5,181.53,166.5,13525.29,2072.7,2313.36,136474.71
3min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL50_TP150,5,5,460,121,339,26.3,-13527.03,0.83,550.58,236.42,17453.89,2217.42,7452.0,136472.97
3min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL50_TP150,5,10,460,121,339,26.3,-13527.03,0.83,550.58,236.42,17453.89,2217.42,7452.0,136472.97
3min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL50_TP150,5,14,460,121,339,26.3,-13527.03,0.83,550.58,236.42,17453.89,2217.42,7452.0,136472.97
5min,VWAP_Reversion,vwap_dist=2.0,SL40_TP80,3,5,658,205,453,31.16,-13529.76,0.77,227.28,132.72,14020.8,2088.72,6395.76,136470.24
1min,Momentum,lookback=8|atr_mult=2.0,SL40_TP80,1,14,1535,446,1089,29.06,-13532.41,0.71,74.72,43.03,13655.97,1341.6,4973.4,136467.59
3min,EMA_Pullback,fast_ema=8|slow_ema=34,SL30_TP60,1,5,1794,531,1263,29.6,-13532.56,0.69,55.76,34.16,13681.88,1460.64,5812.56,136467.44
3min,EMA_Pullback,fast_ema=8|slow_ema=34,SL30_TP60,1,10,1794,531,1263,29.6,-13532.56,0.69,55.76,34.16,13681.88,1460.64,5812.56,136467.44
3min,EMA_Pullback,fast_ema=8|slow_ema=34,SL30_TP60,1,14,1794,531,1263,29.6,-13532.56,0.69,55.76,34.16,13681.88,1460.64,5812.56,136467.44
3min,Momentum,lookback=8|atr_mult=1.5,SL100_TP200,5,14,332,106,226,31.93,-13533.4,0.87,867.01,466.53,15236.6,2466.4,5378.4,136466.6
1min,Stochastic,k_per=9|d_per=3|ob=80|os_level=20,SL75_TP150,3,5,832,363,469,43.63,-13534.82,0.88,263.5,232.8,16441.57,2225.51,8087.04,136465.18
1min,Stochastic,k_per=9|d_per=3|ob=80|os_level=20,SL75_TP150,3,10,832,363,469,43.63,-13534.82,0.88,263.5,232.8,16441.57,2225.51,8087.04,136465.18
1min,Stochastic,k_per=9|d_per=3|ob=80|os_level=20,SL75_TP150,3,14,832,363,469,43.63,-13534.82,0.88,263.5,232.8,16441.57,2225.51,8087.04,136465.18
5min,Stochastic,k_per=14|d_per=5|ob=80|os_level=20,SL75_TP200_Tr1.5,5,5,186,49,137,26.34,-13538.71,0.68,590.43,310.0,20716.04,2377.2,3013.2,136461.29
3min,Momentum,lookback=3|atr_mult=2.0,SL50_TP150_Tr1x,3,5,231,53,178,22.94,-13548.2,0.35,139.95,117.79,13555.96,1757.31,2245.32,136451.8
3min,Confluence,rsi_period=14|bb_period=15|fast_ema=8|slow_ema=34,SL30_TP60,3,5,726,223,503,30.72,-13548.68,0.73,163.32,99.34,13780.52,2066.16,7056.72,136451.32
3min,Confluence,rsi_period=14|bb_period=15|fast_ema=8|slow_ema=34,SL30_TP60,3,10,726,223,503,30.72,-13548.68,0.73,163.32,99.34,13780.52,2066.16,7056.72,136451.32
3min,Confluence,rsi_period=14|bb_period=15|fast_ema=8|slow_ema=34,SL30_TP60,3,14,726,223,503,30.72,-13548.68,0.73,163.32,99.34,13780.52,2066.16,7056.72,136451.32
3min,Momentum,lookback=3|atr_mult=2.0,SL50_Trail1x,3,5,231,53,178,22.94,-13553.41,0.35,139.86,117.79,13561.17,1757.31,2245.32,136446.59
3min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL50_TP150_Tr1x,1,5,664,149,515,22.44,-13554.0,0.26,32.27,35.65,13554.0,1241.33,2151.36,136446.0
1min,Stochastic,k_per=9|d_per=5|ob=75|os_level=25,SL40_TP80,3,5,992,352,640,35.48,-13554.19,0.84,202.8,132.72,16413.56,2125.2,9642.24,136445.81
1min,Stochastic,k_per=9|d_per=5|ob=75|os_level=25,SL40_TP80,3,10,992,352,640,35.48,-13554.19,0.84,202.8,132.72,16413.56,2125.2,9642.24,136445.81
1min,Stochastic,k_per=9|d_per=5|ob=75|os_level=25,SL40_TP80,3,14,992,352,640,35.48,-13554.19,0.84,202.8,132.72,16413.56,2125.2,9642.24,136445.81
5min,Momentum,lookback=13|atr_mult=2.0,SL100_TP300,5,14,209,51,158,24.4,-13555.84,0.83,1281.15,499.33,18272.42,2436.99,3385.8,136444.16
3min,Stochastic,k_per=5|d_per=3|ob=75|os_level=25,SL100_TP300,3,5,345,128,217,37.1,-13556.39,0.8,414.97,307.25,14131.56,2290.56,3353.4,136443.61
3min,Stochastic,k_per=5|d_per=3|ob=75|os_level=25,SL100_TP300,3,10,345,128,217,37.1,-13556.39,0.8,414.97,307.25,14131.56,2290.56,3353.4,136443.61
3min,Stochastic,k_per=5|d_per=3|ob=75|os_level=25,SL100_TP300,3,14,345,128,217,37.1,-13556.39,0.8,414.97,307.25,14131.56,2290.56,3353.4,136443.61
3min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL75_TP200_Tr1.5,1,14,569,134,435,23.55,-13559.91,0.44,79.55,55.68,13718.45,1412.59,1843.56,136440.09
3min,EMA_Pullback,fast_ema=8|slow_ema=21,SL30_TP60,1,5,1894,568,1326,29.99,-13560.56,0.7,55.76,34.11,13732.36,1387.08,6136.56,136439.44
3min,EMA_Pullback,fast_ema=8|slow_ema=21,SL30_TP60,1,10,1894,568,1326,29.99,-13560.56,0.7,55.76,34.11,13732.36,1387.08,6136.56,136439.44
3min,EMA_Pullback,fast_ema=8|slow_ema=21,SL30_TP60,1,14,1894,568,1326,29.99,-13560.56,0.7,55.76,34.11,13732.36,1387.08,6136.56,136439.44
3min,Bollinger,bb_period=20|bb_std=2.5,SL75_Trail1.5x,3,5,252,73,179,28.97,-13561.48,0.57,245.55,175.9,14294.07,2084.82,2449.44,136438.52
3min,Momentum,lookback=3|atr_mult=1.5,SL40_TP80,3,14,583,178,405,30.53,-13565.76,0.75,224.84,132.31,13668.6,2105.28,5666.76,136434.24
2min,Momentum,lookback=3|atr_mult=1.0,SL100_TP200,1,5,1265,389,876,30.75,-13567.44,0.78,126.15,71.51,15174.47,2017.84,4098.6,136432.56
2min,Stochastic,k_per=5|d_per=5|ob=80|os_level=20,SL50_TP150_Tr1x,3,10,243,65,178,26.75,-13569.14,0.27,76.97,104.34,13613.77,1750.25,2361.96,136430.86
1min,Stochastic,k_per=14|d_per=5|ob=80|os_level=20,SL50_Trail1x,1,14,982,243,739,24.75,-13575.12,0.3,24.27,26.35,13606.79,1387.27,3181.68,136424.88
2min,Momentum,lookback=8|atr_mult=2.5,SL50_Trail1x,1,5,653,145,508,22.21,-13577.54,0.25,30.43,35.41,13684.43,1261.16,2115.72,136422.46
2min,Momentum,lookback=13|atr_mult=1.5,SL100_TP300,3,5,505,149,356,29.5,-13581.52,0.85,522.77,256.95,17240.71,2290.8,4908.6,136418.48
3min,Stochastic,k_per=9|d_per=3|ob=75|os_level=25,SL50_TP150_Tr1x,1,5,636,144,492,22.64,-13582.82,0.27,34.08,37.58,13582.82,1234.81,2060.64,136417.18
3min,Stochastic,k_per=9|d_per=3|ob=70|os_level=30,SL100_Trail2x,1,14,689,217,472,31.49,-13583.51,0.62,104.12,76.65,13748.25,1946.04,2232.36,136416.49
3min,RSI_Reversion,rsi_period=5|rsi_buy=30|rsi_sell=70,SL75_Trail1.5x,1,14,766,211,555,27.55,-13586.16,0.56,82.08,55.69,14455.77,1467.65,2481.84,136413.84
5min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL100_TP200,5,5,164,51,113,31.1,-13586.8,0.76,852.33,504.92,17969.8,2358.42,2656.8,136413.2
5min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL100_TP200,5,10,164,51,113,31.1,-13586.8,0.76,852.33,504.92,17969.8,2358.42,2656.8,136413.2
5min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL100_TP200,5,14,164,51,113,31.1,-13586.8,0.76,852.33,504.92,17969.8,2358.42,2656.8,136413.2
3min,Momentum,lookback=8|atr_mult=1.5,SL50_TP100,3,14,665,209,456,31.43,-13588.75,0.81,286.16,160.96,13876.03,2143.44,6463.8,136411.25
2min,Momentum,lookback=13|atr_mult=2.0,SL50_TP150,3,14,758,186,572,24.54,-13589.82,0.85,414.33,158.49,14752.49,2156.16,7367.76,136410.18
1min,Momentum,lookback=5|atr_mult=2.0,SL75_TP150,5,14,659,216,443,32.78,-13590.71,0.9,593.38,320.0,19484.96,2362.6,10675.8,136409.29
2min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP200,5,5,428,191,237,44.63,-13598.59,0.89,550.16,500.76,24700.62,2415.41,6933.6,136401.41
2min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP200,5,10,428,191,237,44.63,-13598.59,0.89,550.16,500.76,24700.62,2415.41,6933.6,136401.41
2min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP200,5,14,428,191,237,44.63,-13598.59,0.89,550.16,500.76,24700.62,2415.41,6933.6,136401.41
3min,Momentum,lookback=8|atr_mult=1.5,SL50_TP150,5,14,483,124,359,25.67,-13599.58,0.86,659.93,265.82,13864.24,2254.4,7824.6,136400.42
2min,Stochastic,k_per=5|d_per=5|ob=75|os_level=25,SL100_TP300,5,5,281,99,182,35.23,-13602.15,0.86,811.53,516.17,23821.22,2512.03,4552.2,136397.85
2min,Stochastic,k_per=5|d_per=5|ob=75|os_level=25,SL100_TP300,5,10,281,99,182,35.23,-13602.15,0.86,811.53,516.17,23821.22,2512.03,4552.2,136397.85
2min,Stochastic,k_per=5|d_per=5|ob=75|os_level=25,SL100_TP300,5,14,281,99,182,35.23,-13602.15,0.86,811.53,516.17,23821.22,2512.03,4552.2,136397.85
3min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL40_TP80,5,5,456,146,310,32.02,-13602.22,0.8,364.76,215.67,15262.61,2118.0,7387.2,136397.78
3min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL40_TP80,5,10,456,146,310,32.02,-13602.22,0.8,364.76,215.67,15262.61,2118.0,7387.2,136397.78
3min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL40_TP80,5,14,456,146,310,32.02,-13602.22,0.8,364.76,215.67,15262.61,2118.0,7387.2,136397.78
5min,Stochastic,k_per=5|d_per=3|ob=75|os_level=25,SL75_TP150,5,5,280,92,188,32.86,-13605.94,0.82,661.74,396.2,16540.96,2377.2,4536.0,136394.06
5min,Stochastic,k_per=5|d_per=3|ob=75|os_level=25,SL75_TP150,5,10,280,92,188,32.86,-13605.94,0.82,661.74,396.2,16540.96,2377.2,4536.0,136394.06
5min,Stochastic,k_per=5|d_per=3|ob=75|os_level=25,SL75_TP150,5,14,280,92,188,32.86,-13605.94,0.82,661.74,396.2,16540.96,2377.2,4536.0,136394.06
1min,Momentum,lookback=13|atr_mult=2.0,SL40_TP80,1,10,1653,492,1161,29.76,-13607.73,0.73,74.75,43.4,13668.25,2009.84,5355.72,136392.27
2min,Stochastic,k_per=9|d_per=3|ob=80|os_level=20,SL50_Trail1x,1,14,735,177,558,24.08,-13611.08,0.29,31.46,34.37,13626.68,1074.59,2381.4,136388.92
3min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL75_Trail1.5x,1,5,580,143,437,24.66,-13611.31,0.44,73.34,55.15,13645.07,1285.48,1879.2,136388.69
1min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL30_TP60,3,5,974,321,653,32.96,-13613.29,0.8,166.55,102.72,17243.29,2073.97,9467.28,136386.71
1min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL30_TP60,3,10,974,321,653,32.96,-13613.29,0.8,166.55,102.72,17243.29,2073.97,9467.28,136386.71
1min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL30_TP60,3,14,974,321,653,32.96,-13613.29,0.8,166.55,102.72,17243.29,2073.97,9467.28,136386.71
3min,Momentum,lookback=8|atr_mult=2.0,SL50_TP150_Tr1x,1,5,626,134,492,21.41,-13614.33,0.29,40.72,38.76,13627.95,1283.08,2028.24,136385.67
5min,Momentum,lookback=13|atr_mult=1.5,SL100_Trail2x,1,10,414,105,309,25.36,-13615.22,0.48,119.88,84.8,13772.89,2009.51,1341.36,136384.78
3min,Confluence,rsi_period=7|bb_period=15|fast_ema=8|slow_ema=34,SL100_Trail2x,1,14,742,248,494,33.42,-13616.33,0.57,72.95,64.18,13616.33,1855.89,2404.08,136383.67
3min,VWAP_Reversion,vwap_dist=2.5,SL40_TP80,3,10,816,263,553,32.23,-13619.52,0.81,227.28,132.72,14376.0,2055.6,7931.52,136380.48
5min,Bollinger,bb_period=10|bb_std=2.5,SL30_TP60,5,5,261,69,192,26.44,-13623.2,0.58,275.03,169.79,13946.0,1534.21,4228.2,136376.8
5min,Bollinger,bb_period=10|bb_std=2.5,SL30_TP60,5,10,261,69,192,26.44,-13623.2,0.58,275.03,169.79,13946.0,1534.21,4228.2,136376.8
5min,Bollinger,bb_period=10|bb_std=2.5,SL30_TP60,5,14,261,69,192,26.44,-13623.2,0.58,275.03,169.79,13946.0,1534.21,4228.2,136376.8
1min,EMA_Pullback,fast_ema=13|slow_ema=34,SL100_TP200,3,5,766,231,535,30.16,-13625.51,0.88,451.38,220.36,15848.15,2298.48,7445.52,136374.49
1min,EMA_Pullback,fast_ema=13|slow_ema=34,SL100_TP200,3,10,766,231,535,30.16,-13625.51,0.88,451.38,220.36,15848.15,2298.48,7445.52,136374.49
1min,EMA_Pullback,fast_ema=13|slow_ema=34,SL100_TP200,3,14,766,231,535,30.16,-13625.51,0.88,451.38,220.36,15848.15,2298.48,7445.52,136374.49
2min,Momentum,lookback=8|atr_mult=2.5,SL75_Trail1.5x,1,5,546,140,406,25.64,-13629.35,0.35,52.95,51.83,13910.72,1501.18,1769.04,136370.65
5min,Momentum,lookback=13|atr_mult=1.5,SL50_TP150,3,10,502,114,388,22.71,-13630.46,0.78,432.07,162.08,15455.29,2115.36,4879.44,136369.54
1min,Momentum,lookback=13|atr_mult=2.0,SL40_TP80,1,14,1647,490,1157,29.75,-13633.29,0.73,74.71,43.42,13693.81,2041.36,5336.28,136366.71
5min,Bollinger,bb_period=10|bb_std=2.0,SL50_TP150_Tr1x,1,14,604,130,474,21.52,-13633.72,0.33,51.93,43.01,13792.95,1152.68,1956.96,136366.28
3min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL50_TP150_Tr1x,1,14,654,155,499,23.7,-13636.74,0.26,31.07,36.98,13687.56,1255.9,2118.96,136363.26
2min,Stochastic,k_per=5|d_per=3|ob=70|os_level=30,SL50_TP150,3,5,970,324,646,33.4,-13637.36,0.87,280.38,161.74,17876.68,2117.41,9428.4,136362.64
2min,Stochastic,k_per=5|d_per=3|ob=70|os_level=30,SL50_TP150,3,10,970,324,646,33.4,-13637.36,0.87,280.38,161.74,17876.68,2117.41,9428.4,136362.64
2min,Stochastic,k_per=5|d_per=3|ob=70|os_level=30,SL50_TP150,3,14,970,324,646,33.4,-13637.36,0.87,280.38,161.74,17876.68,2117.41,9428.4,136362.64
5min,Momentum,lookback=8|atr_mult=2.5,SL40_TP80,5,10,236,64,172,27.12,-13638.2,0.64,378.8,220.24,14118.4,2212.0,3823.2,136361.8
5min,Momentum,lookback=5|atr_mult=1.0,SL100_Trail2x,1,10,492,138,354,28.05,-13639.41,0.53,112.93,82.55,13782.17,1971.95,1594.08,136360.59
1min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_Trail1.5x,3,14,553,162,391,29.29,-13639.89,0.65,157.39,100.09,13639.89,2157.43,5375.16,136360.11
1min,Momentum,lookback=3|atr_mult=2.5,SL50_TP100,5,14,425,134,291,31.53,-13640.02,0.82,472.23,264.33,14805.22,2233.2,6885.0,136359.98
2min,Momentum,lookback=13|atr_mult=2.5,SL100_TP200,5,10,355,114,241,32.11,-13641.06,0.88,893.58,479.29,16574.27,2379.0,5751.0,136358.94
5min,Momentum,lookback=8|atr_mult=1.5,SL50_TP150,3,14,482,108,374,22.41,-13643.04,0.77,434.11,161.84,15060.23,2156.16,4685.04,136356.96
2min,Momentum,lookback=3|atr_mult=2.0,SL75_TP150,3,10,350,102,248,29.14,-13643.98,0.75,410.04,223.66,14518.54,2177.64,3402.0,136356.02
1min,Stochastic,k_per=5|d_per=3|ob=70|os_level=30,SL30_TP60,1,5,2139,733,1406,34.27,-13644.35,0.71,46.64,34.02,13832.79,1445.99,6930.36,136355.65
1min,Stochastic,k_per=5|d_per=3|ob=70|os_level=30,SL30_TP60,1,10,2139,733,1406,34.27,-13644.35,0.71,46.64,34.02,13832.79,1445.99,6930.36,136355.65
1min,Stochastic,k_per=5|d_per=3|ob=70|os_level=30,SL30_TP60,1,14,2139,733,1406,34.27,-13644.35,0.71,46.64,34.02,13832.79,1445.99,6930.36,136355.65
1min,VWAP_Reversion,vwap_dist=2.0,SL50_TP100,3,5,1445,493,952,34.12,-13646.38,0.91,286.54,162.72,20128.31,2161.44,14045.4,136353.62
1min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL100_TP200,1,5,1066,490,576,45.97,-13646.86,0.76,86.81,97.54,14480.51,2069.64,3453.84,136353.14
1min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL100_TP200,1,10,1066,490,576,45.97,-13646.86,0.76,86.81,97.54,14480.51,2069.64,3453.84,136353.14
1min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL100_TP200,1,14,1066,490,576,45.97,-13646.86,0.76,86.81,97.54,14480.51,2069.64,3453.84,136353.14
3min,VWAP_Reversion,vwap_dist=3.0,SL40_TP80,3,10,705,222,483,31.49,-13647.6,0.79,227.28,132.72,14707.68,2030.64,6852.6,136352.4
3min,Confluence,rsi_period=7|bb_period=20|fast_ema=8|slow_ema=34,SL75_TP200_Tr1.5,1,5,740,212,528,28.65,-13647.62,0.48,60.57,50.17,13647.62,1891.05,2397.6,136352.38
5min,Bollinger,bb_period=10|bb_std=2.0,SL75_Trail1.5x,1,14,577,180,397,31.2,-13656.46,0.48,70.22,66.24,13702.45,1527.64,1869.48,136343.54
5min,Stochastic,k_per=5|d_per=5|ob=80|os_level=20,SL50_TP150_Tr1x,5,10,102,17,85,16.67,-13659.51,0.27,296.8,220.06,13871.02,1345.53,1652.4,136340.49
1min,Stochastic,k_per=9|d_per=3|ob=80|os_level=20,SL100_Trail2x,1,14,1195,401,794,33.56,-13661.22,0.64,61.21,48.12,14156.31,2024.0,3871.8,136338.78
5min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_TP200_Tr1.5,5,14,118,32,86,27.12,-13664.73,0.51,452.54,327.28,14823.79,2377.2,1911.6,136335.27
3min,Momentum,lookback=8|atr_mult=2.0,SL100_TP200,3,14,345,102,243,29.57,-13667.44,0.81,553.52,288.58,18000.27,2303.52,3353.4,136332.56
3min,Stochastic,k_per=14|d_per=5|ob=80|os_level=20,SL50_TP150,5,5,248,55,193,22.18,-13667.57,0.74,703.16,271.2,15165.77,2254.4,4017.6,136332.43
3min,Stochastic,k_per=14|d_per=5|ob=80|os_level=20,SL50_TP150,5,10,248,55,193,22.18,-13667.57,0.74,703.16,271.2,15165.77,2254.4,4017.6,136332.43
3min,Stochastic,k_per=14|d_per=5|ob=80|os_level=20,SL50_TP150,5,14,248,55,193,22.18,-13667.57,0.74,703.16,271.2,15165.77,2254.4,4017.6,136332.43
3min,RSI_Reversion,rsi_period=5|rsi_buy=30|rsi_sell=70,SL75_Trail1.5x,1,10,766,209,557,27.28,-13668.0,0.56,81.94,55.29,14461.43,1429.88,2481.84,136332.0
1min,Confluence,rsi_period=7|bb_period=20|fast_ema=5|slow_ema=21,SL50_TP100,1,5,2938,1071,1867,36.45,-13668.04,0.8,52.64,37.52,14808.47,1701.45,9519.12,136331.96
1min,Confluence,rsi_period=7|bb_period=20|fast_ema=5|slow_ema=21,SL50_TP100,1,10,2938,1071,1867,36.45,-13668.04,0.8,52.64,37.52,14808.47,1701.45,9519.12,136331.96
1min,Confluence,rsi_period=7|bb_period=20|fast_ema=5|slow_ema=21,SL50_TP100,1,14,2938,1071,1867,36.45,-13668.04,0.8,52.64,37.52,14808.47,1701.45,9519.12,136331.96
2min,RSI_Reversion,rsi_period=7|rsi_buy=30|rsi_sell=70,SL75_TP200_Tr1.5,1,14,880,251,629,28.52,-13668.9,0.56,70.61,49.91,13838.87,1159.37,2851.2,136331.1
3min,Stochastic,k_per=5|d_per=5|ob=80|os_level=20,SL50_Trail1x,5,5,144,37,107,25.69,-13670.03,0.34,194.05,194.86,13670.03,1809.26,2332.8,136329.97
5min,RSI_Reversion,rsi_period=5|rsi_buy=20|rsi_sell=80,SL50_TP150_Tr1x,3,14,289,68,221,23.53,-13670.2,0.52,220.38,129.67,14626.81,1685.58,2809.08,136329.8
3min,Stochastic,k_per=9|d_per=3|ob=75|os_level=25,SL75_Trail1.5x,1,14,566,134,432,23.67,-13681.93,0.43,76.21,55.31,13681.93,1178.87,1833.84,136318.07
5min,Stochastic,k_per=14|d_per=3|ob=80|os_level=20,SL75_TP200_Tr1.5,3,14,284,81,203,28.52,-13685.01,0.65,317.19,193.98,19033.5,2235.48,2760.48,136314.99
5min,Stochastic,k_per=14|d_per=5|ob=75|os_level=25,SL100_Trail2x,3,14,243,69,174,28.4,-13688.53,0.69,446.04,255.55,14844.05,2302.65,2361.96,136311.47
1min,Stochastic,k_per=9|d_per=3|ob=70|os_level=30,SL30_TP60,1,5,2353,805,1548,34.21,-13689.7,0.74,48.55,34.09,13702.47,1967.16,7623.72,136310.3
1min,Stochastic,k_per=9|d_per=3|ob=70|os_level=30,SL30_TP60,1,10,2353,805,1548,34.21,-13689.7,0.74,48.55,34.09,13702.47,1967.16,7623.72,136310.3
1min,Stochastic,k_per=9|d_per=3|ob=70|os_level=30,SL30_TP60,1,14,2353,805,1548,34.21,-13689.7,0.74,48.55,34.09,13702.47,1967.16,7623.72,136310.3
3min,Stochastic,k_per=9|d_per=5|ob=80|os_level=20,SL100_TP200,3,5,185,51,134,27.57,-13690.17,0.67,553.22,312.72,14277.45,2189.04,1798.2,136309.83
3min,Stochastic,k_per=9|d_per=5|ob=80|os_level=20,SL100_TP200,3,10,185,51,134,27.57,-13690.17,0.67,553.22,312.72,14277.45,2189.04,1798.2,136309.83
3min,Stochastic,k_per=9|d_per=5|ob=80|os_level=20,SL100_TP200,3,14,185,51,134,27.57,-13690.17,0.67,553.22,312.72,14277.45,2189.04,1798.2,136309.83
2min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL50_TP150,5,5,630,187,443,29.68,-13691.05,0.89,569.25,271.2,18480.26,2258.42,10206.0,136308.95
2min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL50_TP150,5,10,630,187,443,29.68,-13691.05,0.89,569.25,271.2,18480.26,2258.42,10206.0,136308.95
2min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL50_TP150,5,14,630,187,443,29.68,-13691.05,0.89,569.25,271.2,18480.26,2258.42,10206.0,136308.95
